Marca,Modelo,Operador,Tipo de red,Intensidad,Tasa de bajada,Tasa de subida,Tasa de perdida, RTTAvg, RTTmin,RTTmax, Jitter
     Apple,4,MOV,       ,0,0,0,0,0,0,0,0
      Sony,        SP,MOV,   UMTS,-71,1190.04,425.28,3.138407,247,10,276,288
      Otro, Brigadier,IUS,   CDMA,-70,1193.16,423.48,7.338822,260,134,277,279
   Samsung,        S4,AME,   EDGE,-106,123.2,81.23,3.511923,1118,5,1399,1042
  Motorola,      Defy,AME,   EDGE,-95,157.03,106.65,7.261362,1258,11,1399,1038
      Otro,Lumia Icon,AME,   GPRS,-117,33,24.79,38.18182,1046,12,1400,1038
      Otro,     OneM8,AME,   EDGE,-106,125.39,81.88,21.362461,991,9,1400,1041
    Huawei,    Ascend,AME,   EDGE,-78,206.17,140.25,29.551617,1259,11,1401,1040
      Sony,        SP,MOV,   GPRS,-121,29.19,21.14,30.665905,1396,1392,1400,6
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
      Sony,        SP,MOV,   EDGE,-120,80.65,54.38,34.174503,1035,7,1399,1042
        Lg,        G3,MOV,   HSPA,-105,1898.85,1170.63,8.419672,220,131,243,4
   Samsung,       Ace,AME,   EDGE,-100,142.94,93.5,1.251566,1130,7,1400,1044
  Motorola,      Defy,AME,   HSPA,-101,2079.37,1281,23.549383,240,236,244,9
        Lg,   GPro L9,MOV,   EDGE,-64,213.72,145.22,8.879561,1258,11,1400,1036
   Samsung,       Ace,AME,   EDGE,-137,30.43,20.48,15.705778,1322,654,1399,1037
      Otro,     OneM8,AME,   UMTS,-88,977.85,350.96,35.086914,245,129,275,288
      Sony,        Z1,MOV,  EV-DO,-67,1194.37,424.84,25.84787,233,6,277,287
      Sony,        SP,MOV,   GPRS,-140,7.95,6.14,17.687208,1258,12,1399,1040
  Motorola,      Defy,AME,   GPRS,-120,30.49,21.64,38.18182,1119,5,1400,1043
      Sony,        Z1,AME,   CDMA,-60,1190.31,425.67,29.718477,248,146,275,8
    Lenovo,     VibeX,AME,  EV-DO,-103,730.5,259.76,10.800398,207,5,275,289
        Lg,        G3,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-107,121.23,80.67,38.18182,990,6,1399,1044
   Samsung,       Ace,AME,   CDMA,-102,746.8,267.6,38.193432,261,147,276,7
      Otro, Brigadier,MOV,   EDGE,-78,206.95,135.47,35.042667,1184,11,1399,1041
    Lenovo,      K900,AME,   HSPA,-123,1089.75,671.17,15.241858,219,11,245,245
  Motorola,  Droid HD,IUS,   EDGE,-89,174.09,115.29,0,1397,1394,1399,2
   Samsung,        S4,AME,   CDMA,-109,630.09,224.74,20.906534,260,129,277,289
        Lg,        G3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,  EV-DO,-70,1191.2,426.05,8.401014,233,10,276,288
      Otro,Lumia Icon,AME,   CDMA,-104,714.24,252.96,17.762026,222,9,278,286
    Huawei,      G730,AME,   GPRS,-55,82.35,60.67,36.219471,1128,9,1399,1036
   Samsung,      Note,AME,   CDMA,-129,300.28,107.13,38.18182,234,5,276,290
  Motorola,      Defy,AME,   EDGE,-69,218.26,142.83,26.157412,1258,8,1399,1041
     Apple,6,MOV,   GPRS,-96,55.52,43.42,1.498132,1184,14,1399,1038
  Motorola,  Droid HD,AME,    LTE,-63,10400.17,7899.1,20.960957,108,9,155,155
   Samsung,        S3,AME,   CDMA,-139,135.53,48.52,38.18182,207,9,276,283
    Lenovo,     A369i,AME,   GPRS,-96,57.01,40.98,38.18182,1174,651,1401,1043
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,   UMTS,-56,1191.93,426.86,0,234,9,277,284
      Otro,Lumia Icon,MOV,   UMTS,-130,284.38,100.82,36.286594,248,14,278,282
      Otro,Lumia Icon,AME,   CDMA,-118,482.68,172.32,3.332856,260,133,279,283
  Motorola,  Droid HD,MOV,   GPRS,-122,27.9,21.03,2.751996,1248,652,1399,1041
   Samsung,        S4,AME,   EDGE,-70,217.21,142.38,41.344688,1248,653,1399,1039
      Otro, Brigadier,AME,   UMTS,-79,1127.81,405.19,9.335743,245,131,276,283
   Samsung,      Note,AME,   EDGE,-95,157.45,103.51,23.668234,1322,656,1399,1036
      Sony,        Z1,AME,  HSPA+,-66,5247.77,3745.99,10.960951,165,7,185,190
      Sony,        Z3,MOV,   GPRS,-83,63.83,53.05,9.360983,1120,10,1400,1041
  Motorola,      Defy,IUS,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   CDMA,-77,1162.88,410.6,24.675634,235,10,276,285
   Samsung,       Ace,AME,   UMTS,-110,614.5,220.14,21.332125,245,131,276,285
   Samsung,       Ace,AME,   UMTS,-103,732.69,260.34,2.435059,246,6,276,287
  Motorola,     OneM8,NXT,   iDen,-68,38.96,10.29,0,1584,826,1776,1325
  Motorola, Brigadier,NXT,   iDen,-55,37.68,12.89,27.969915,1608,949,1774,4
   Samsung,        S4,AME,   GPRS,-97,54.72,40.78,38.18182,1332,751,1399,6
  Motorola,    Moto M,AME,   GPRS,-62,79.34,61.39,11.682023,1396,1393,1400,7
     Apple,        5C,MOV,   GPRS,-95,59.51,43.07,37.012196,1322,653,1399,1039
      Sony,        Z3,MOV,  EV-DO,-134,184.79,77.99,36.121197,244,129,277,286
      Sony,        T3,MOV,   UMTS,-50,1191.8,423.13,0,235,8,276,285
     Apple,6,AME,       ,0,0,0,0,0,0,0,0
      Sony,        Z1,AME,   EDGE,-63,215.6,146.43,36.514893,1194,10,1401,1040
     Apple,6,IUS,   EDGE,-75,216.53,144.15,11.930747,1183,7,1399,1043
  Motorola,      Defy,AME,   EDGE,-60,216.11,145.83,4.84019,1322,652,1400,1043
   Samsung,        S3,AME,  EV-DO,-96,846.76,301.62,38.18182,233,8,277,290
    Huawei,      Y530,AME,   GPRS,-117,32.77,24.59,38.18182,1000,11,1399,1036
  Motorola,    Moto M,MOV,   UMTS,-58,1188.79,426.1,19.488073,234,8,275,284
   Samsung,        S4,AME,   EDGE,-138,27.4,18.41,38.18182,1331,751,1399,6
     Apple,4,MOV,   EDGE,-104,129.96,85.56,10.00332,990,5,1399,1043
      Sony,        Z1,AME,       ,0,0,0,0,0,0,0,0
     Apple,4,AME,   GPRS,-66,79.86,59.71,12.370152,1064,8,1400,1040
  Motorola,      Defy,AME,   UMTS,-99,795.58,284.66,20.082985,224,147,277,5
   Samsung,      Note,AME,   EDGE,-51,217.66,142.02,37.549412,906,8,1399,1038
        Lg,        G3,MOV,  HSPA+,-69,5251.13,3747.82,11.879059,139,7,185,189
   Samsung,      Note,AME,  EV-DO,-87,994.07,354.64,19.600916,237,149,279,7
  Motorola,    Moto M,AME,   UMTS,-93,894.91,318.59,5.214163,231,7,275,284
   Samsung,        S4,AME,   EDGE,-138,27.8,18.3,17.865372,862,8,1399,1039
        Lg,   GPro L9,MOV,  EV-DO,-100,777.96,276.87,2.02285,273,270,276,5
   Samsung,       Ace,IUS,   EDGE,-131,48.81,33.1,19.368048,1120,11,1400,1041
        Lg,        G3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   UMTS,-86,1010.83,361.2,17.426752,179,5,275,287
        Lg,     Lucid,AME,   EDGE,-68,215.61,146.79,25.255421,1129,9,1398,1036
   Samsung,        S3,AME,   HSPA,-129,820.07,504.93,0.552728,170,7,244,252
  Motorola,      Defy,AME,    LTE,-79,9825.72,7462.83,19.314346,145,78,155,148
     Apple,        5C,MOV,   EDGE,-55,216.14,149.83,5.140003,1322,651,1399,1043
   Samsung,        S4,AME,   EDGE,-65,215.74,145.93,37.027321,1193,7,1399,1044
      Otro,Lumia Icon,MOV,   UMTS,-69,1193.47,423.59,0.569951,247,15,276,278
      Otro, Brigadier,AME,   EDGE,-88,178.88,114.89,20.126463,1194,10,1400,1038
   Samsung,        S3,AME,   CDMA,-125,366.9,130.18,30.436752,273,268,276,8
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   EDGE,-60,214.13,142.56,2.035268,1184,7,1401,1044
        Lg,     Lucid,AME,   HSPA,-104,1943.88,1199.56,38.18182,193,10,243,247
  Motorola, Brigadier,NXT,   iDen,-78,37.91,13.54,19.013931,1773,1770,1776,4
        Lg,        G3,MOV,   GPRS,-126,22.66,19.15,2.974567,1322,653,1399,1040
  Motorola,      Defy,IUS,   UMTS,-104,715.5,255.04,17.224834,224,147,277,8
        Lg,   GPro L9,MOV,   HSPA,-102,2034.13,1252.44,28.148264,218,12,245,249
      Sony,        SP,MOV,   EDGE,-86,183.56,124.06,2.710793,1194,10,1400,1038
   Samsung,       Ace,AME,   EDGE,-66,217.43,145.23,5.451286,1267,748,1399,5
     Apple,        5S,AME,   UMTS,-71,1195.77,421.68,0,231,132,275,282
   Samsung,        S4,AME,    LTE,-63,10402.15,7898.22,35.013882,124,5,155,160
      Sony,        Z1,MOV,       ,0,0,0,0,0,0,0,0
    Lenovo,     A369i,AME,   CDMA,-138,152.72,54.1,22.928905,237,149,277,5
    Lenovo,     VibeX,AME,   GPRS,-64,82.09,63.84,30.127253,1258,12,1400,1036
     Apple,        5C,AME,   EDGE,-126,64.45,42.73,25.919764,1193,13,1397,1033
   Samsung,      Note,AME,   EDGE,-89,174.31,117.23,18.911003,1119,6,1400,1043
     Apple,6,AME,   HSPA,-99,2170.69,1336.42,23.42955,182,11,245,250
        Lg,        G3,MOV,   GPRS,-81,71.01,54.54,26.708927,972,10,1400,1042
        Lg,        G3,AME,   GPRS,-96,57.5,44.2,10.474957,1045,10,1400,1041
   Samsung,        S4,AME,   EDGE,-58,214.74,147.33,1.0486,1184,14,1400,1035
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
      Sony,        Z3,MOV,   GPRS,-60,68.64,57.7,32.975506,1138,748,1399,5
  Motorola,    Moto M,AME,   UMTS,-97,826.79,295.18,28.980816,208,9,274,279
   Samsung,      Note,AME,   UMTS,-55,1189.74,423.69,0,259,132,275,281
    Huawei,       H3C,AME,   UMTS,-79,1124.15,397.44,0.822403,210,10,275,279
      Sony,        Z1,AME,  EV-DO,-93,895.47,319.76,37.119381,259,132,276,284
      Otro,     OneM8,MOV,   EDGE,-121,78.25,52.55,38.18182,1268,749,1400,6
   Samsung,        S4,AME,   CDMA,-102,746.07,266.82,9.202013,236,10,276,280
      Sony,        T3,MOV,   GPRS,-61,79.7,64.29,31.816978,1269,752,1400,5
        Lg,     Lucid,AME,   EDGE,-113,102.31,69.27,41.638218,1128,5,1399,1043
      Sony,        T3,AME,   GPRS,-129,20.54,15.91,38.18182,1257,8,1400,1041
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,  EV-DO,-88,977.81,350.23,25.998085,233,8,277,284
   Samsung,      Note,AME,   EDGE,-95,159.18,104.79,38.18182,1331,749,1399,8
      Sony,        Z1,AME,   UMTS,-60,1191.86,426.85,12.3318,209,9,276,283
      Sony,        Z3,MOV,   UMTS,-111,509.98,213.3,18.198389,221,8,275,282
        Lg,   GPro L9,AME,   UMTS,-60,1196.06,429.16,30.627581,246,10,276,284
      Otro,     OneM8,AME,   HSPA,-101,2079.51,1279.06,16.995213,183,9,245,248
     Apple,        5C,MOV,   EDGE,-54,220.35,144.66,43.803532,1258,8,1400,1041
   Samsung,        S3,AME,   CDMA,-134,218.12,78.32,4.53091,273,268,275,8
    Huawei,      G730,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-62,217.84,144.57,25.980879,1056,9,1400,1038
    Huawei,      G730,AME,   CDMA,-91,928.72,331.08,21.217394,246,6,275,285
   Samsung,        S3,AME,   UMTS,-98,813.73,288.94,17.681309,222,8,276,285
      Otro, Brigadier,MOV,   GPRS,-62,84.67,59.58,21.128372,1175,654,1400,1039
   Samsung,       Ace,AME,   EDGE,-56,219.29,145.2,42.125221,1174,652,1400,1040
   Samsung,        S4,AME,   GPRS,-109,40.71,29.75,38.18182,1194,11,1400,1039
   Samsung,      Note,AME,   HSPA,-113,1539.56,948.28,28.129021,219,130,244,7
  Motorola,     XT919,AME,   HSPA,-130,774.96,476.8,30.660852,217,9,244,249
      Sony,        Z1,MOV,  EV-DO,-70,1193.94,422.97,26.471577,245,131,275,284
      Otro,        N9,MOV,       ,0,0,0,0,0,0,0,0
     Apple,4,AME,   GPRS,-106,43.44,34.55,1.883428,1258,9,1400,1039
  Motorola,     XT919,AME,   HSPA,-90,2574.68,1587.54,8.771591,183,6,244,253
      Sony,        SP,MOV,  HSPA+,-77,5103.23,3645.24,32.656193,166,99,186,4
  Motorola,     OneM8,NXT,   iDen,-75,36.1,10.89,26.053915,1773,1771,1776,4
     Apple,        5S,AME,   HSPA,-66,3250.94,2001.8,17.45484,204,114,244,249
        Lg, Intuition,MOV,   HSPA,-113,1538.8,947.02,41.396351,217,8,244,254
   Samsung,       Ace,AME,   HSPA,-51,3251.03,1998.93,42.263493,228,113,245,253
   Samsung,        S4,AME,  HSPA+,-83,4669.92,3337.16,12.541192,165,13,183,184
      Sony,        Z3,MOV,   EDGE,-114,84.73,66.35,49.98542,1184,8,1401,1040
      Sony,        Z1,MOV,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,MOV,   HSPA,-67,3248.23,2001.04,0,194,5,244,254
    Lenovo,      K900,AME,   EDGE,-135,37.02,24.47,42.022152,1100,652,1398,1040
      Otro,     OneM8,MOV,   UMTS,-94,879.33,311.65,34.029018,234,7,274,283
     Apple,        5S,MOV,   UMTS,-79,1125.98,400.54,18.447584,217,130,276,284
   Samsung,      Note,AME,   HSPA,-102,2035.78,1252.15,28.871477,196,9,244,246
    Lenovo,      S820,AME,   UMTS,-108,645.64,231.71,28.81889,261,147,277,7
      Otro,        N9,AME,   HSPA,-115,1450.4,891.75,34.111191,207,10,243,245
      Otro,Lumia Icon,AME,   HSPA,-134,595.12,365.67,12.056769,205,6,244,256
      Otro, Brigadier,AME,  HSPA+,-62,5252.48,3747.59,24.463417,129,7,185,185
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
  Motorola,      Defy,AME,   UMTS,-135,201.79,72.02,37.962471,233,12,277,284
     Apple,4,AME,   HSPA,-136,505.13,310.54,38.18182,174,10,243,248
   Samsung,      Note,AME,   EDGE,-132,45.78,30.8,34.562897,1109,7,1400,1042
      Sony,        T3,MOV,   HSPA,-107,1812.08,1114.28,23.563505,206,13,245,249
   Samsung,        S4,AME,    LTE,-135,1759.67,1336.77,37.852978,153,151,155,4
      Sony,        Z1,MOV,   EDGE,-122,75.48,49.54,38.18182,981,8,1400,1040
  Motorola,  Droid HD,AME,   EDGE,-85,183.99,124.88,10.753125,972,12,1399,1036
    Huawei,      G730,MOV,   GPRS,-75,82.76,61.78,19.843306,1193,5,1400,1045
     Apple,        5S,NXT,   EDGE,-51,215.34,144.49,31.532953,1184,10,1400,1038
  Motorola,      Defy,AME,   UMTS,-118,482.98,172.23,25.060034,247,15,276,277
      Sony,        Z3,MOV,  HSPA+,-76,4400.95,3699.77,27.936031,182,179,184,5
  Motorola,  Droid HD,AME,   CDMA,-74,1192.33,424.09,37.568218,235,11,275,278
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   EDGE,-69,220.78,146.09,1.146676,1184,6,1400,1043
        Lg,     Lucid,MOV,   HSPA,-111,1631.01,1002.66,29.900181,230,130,243,7
   Samsung,        S4,AME,   EDGE,-68,213.51,142.49,0,1396,1392,1399,6
    Huawei,      G730,MOV,   HSPA,-88,2664.77,1641.12,0,205,119,243,243
     Apple,        5C,MOV,   UMTS,-74,1193.77,422.75,4.322503,232,8,275,284
   Samsung,        S3,AME,   GPRS,-69,76.71,59.9,8.233516,1267,747,1398,8
      Sony,        T3,IUS,   HSPA,-73,3254.21,2002.28,3.971787,195,7,245,251
    Lenovo,      S820,AME,   GPRS,-100,53.42,36.93,3.971191,1324,654,1401,1040
      Sony,        Z3,MOV,   GPRS,-96,47.5,42.64,3.606482,1259,13,1400,1040
     Apple,4,MOV,       ,0,0,0,0,0,0,0,0
     Apple,        5S,AME,   HSPA,-66,3251.07,1998.43,7.845355,218,11,245,250
     Apple,        5C,MOV,   UMTS,-96,845.29,303.32,25.42864,207,7,276,288
        Lg,   GPro L9,AME,   UMTS,-96,846.19,297.34,1.085758,221,9,276,282
      Otro,        N9,MOV,   UMTS,-58,1194.01,422.68,16.761261,232,132,276,281
    Huawei,      G730,IUS,   EDGE,-88,175.42,116.68,38.18182,1120,9,1401,1040
     Apple,        5C,MOV,   EDGE,-132,46.29,31.09,40.534595,981,9,1400,1040
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   CDMA,-66,1192.38,429.45,5.259711,236,148,276,6
  Motorola,    Moto M,AME,   EDGE,-101,137.92,92.59,14.169095,1332,749,1400,5
   Samsung,        S3,AME,   HSPA,-78,3111.44,1917.95,9.83259,217,8,244,255
      Sony,        Z3,MOV,   EDGE,-66,186.65,143.65,12.163488,1101,653,1400,1040
        Lg,   GPro L9,AME,   UMTS,-107,665.28,238.36,17.644566,273,270,278,7
     Apple,4,AME,   EDGE,-138,27.85,18.4,27.541309,970,7,1399,1043
      Otro, Brigadier,MOV,   EDGE,-97,152.56,100.75,6.642537,1193,9,1399,1038
   Samsung,       Ace,AME,   EDGE,-75,212.61,145.85,15.421786,1194,10,1400,1040
    Huawei,      Y530,AME,   GPRS,-64,80.09,58.75,0,989,7,1400,1038
        Lg,     Lucid,AME,   UMTS,-55,1190.11,425.64,9.661265,222,8,274,283
        Lg, Intuition,MOV,       ,0,0,0,0,0,0,0,0
     Apple,6,MOV,   EDGE,-50,214.48,141.18,1.171524,1332,751,1399,7
   Samsung,       Ace,AME,   EDGE,-122,75.46,49.72,1.931836,1194,9,1399,1039
     Apple,4,AME,   GPRS,-105,46.81,35.18,12.039597,1110,9,1400,1043
    Lenovo,      K900,IUS,   EDGE,-58,217.31,149.27,23.35585,1184,10,1401,1044
   Samsung,        S4,AME,  HSPA+,-105,3072.85,2192.31,38.18182,155,7,184,189
   Samsung,      Note,AME,   GPRS,-100,51.78,39.31,3.863796,1258,13,1399,1036
   Samsung,        S3,AME,   GPRS,-74,82.04,60.13,26.649839,1119,5,1399,1044
    Huawei,      G730,MOV,   EDGE,-77,212.26,141.22,38.18182,1322,654,1400,1039
     Apple,        5S,MOV,   GPRS,-65,79.44,59.02,0,1119,8,1398,1038
   Samsung,        S4,AME,   UMTS,-110,613.63,219.23,28.597635,261,147,277,7
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,IUS,   CDMA,-72,1193.74,426,29.151451,247,6,276,287
      Otro, Brigadier,AME,   GPRS,-67,82.99,57.02,7.06423,1249,652,1400,1044
      Otro, Brigadier,MOV,  HSPA+,-70,5250.25,3748.66,8.152096,140,6,184,191
      Otro,     OneM8,MOV,   UMTS,-83,1058.25,376.14,0,259,132,277,281
     Apple,6,AME,  HSPA+,-116,2270.62,1621.07,0.912467,146,8,183,188
  Motorola,    Moto M,AME,   GPRS,-68,80.72,58.26,1.131262,1185,9,1401,1044
      Otro, Brigadier,IUS,   CDMA,-72,1191.84,423.05,24.466438,273,270,276,6
      Otro, Brigadier,AME,       ,0,0,0,0,0,0,0,0
     Apple,4,MOV,   HSPA,-80,3027.02,1858.97,38.18182,180,6,244,256
   Samsung,        S3,AME,   HSPA,-67,3250.12,2006.51,0,205,10,243,248
        Lg,   GPro L9,MOV,   UMTS,-107,664.63,236.47,6.08388,248,148,277,7
      Sony,        Z1,MOV,    LTE,-79,9823.88,7459.35,38.18182,140,86,156,7
  Motorola,     XT919,AME,   UMTS,-92,909.81,324.47,32.586895,223,146,275,7
   Samsung,        S3,AME,   HSPA,-124,1045.62,642.82,20.633957,228,118,244,247
     Apple,4,MOV,   EDGE,-81,203.26,134.33,39.287663,1258,9,1399,1040
      Sony,        Z3,MOV,   EDGE,-113,87.17,68.54,4.050225,1249,653,1401,1040
     Apple,        5S,AME,  HSPA+,-95,3795.6,2713.39,41.378128,163,86,184,191
  Motorola,  Droid HD,AME,   HSPA,-95,2349.81,1446.79,38.18182,162,8,244,251
   Samsung,       Ace,IUS,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,MOV,   HSPA,-84,2845.56,1751.45,21.673838,206,8,243,247
  Motorola,      Defy,AME,   EDGE,-118,88.18,57.54,28.354065,1258,16,1401,1035
   Samsung,       Ace,AME,   GPRS,-107,44.05,31.76,14.007095,1193,9,1400,1040
      Otro,        N9,AME,   HSPA,-110,1674.87,1031.01,38.937782,206,9,243,245
     Apple,        5C,AME,   EDGE,-88,179.27,121.85,8.058022,1120,8,1400,1043
   Samsung,       Ace,AME,   CDMA,-87,994.27,354.88,0.952793,246,11,276,278
      Sony,        SP,AME,   EDGE,-77,210.78,137.06,43.242657,1194,10,1399,1036
   Samsung,        S4,AME,   EDGE,-63,215.55,140.87,24.120071,1258,10,1401,1041
      Otro, Brigadier,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   GPRS,-106,46.27,33.1,42.324688,1184,10,1399,1041
      Otro, Brigadier,AME,   GPRS,-121,29.27,21.66,38.18182,971,6,1400,1044
        Lg,   GPro L9,MOV,   EDGE,-74,214.71,144.49,40.288403,1258,10,1399,1038
  Motorola,      Defy,AME,   HSPA,-108,1765.27,1088.09,30.836649,174,6,245,254
      Sony,        Z1,AME,   GPRS,-76,79.09,59.85,2.253944,1184,7,1402,1041
  Motorola,    Moto M,AME,   EDGE,-119,84.77,57.57,13.42405,1268,749,1399,4
   Samsung,        S4,AME,  EV-DO,-92,913.89,326.74,26.068815,248,149,275,4
    Lenovo,     A369i,AME,   CDMA,-96,845.27,299.78,30.774857,232,6,276,290
      Otro,Lumia Icon,AME,   HSPA,-73,3247.32,1998.1,4.014824,184,6,244,257
     Apple,        5S,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   UMTS,-114,548.92,196.43,38.18182,246,6,275,287
        Lg, Intuition,MOV,   GPRS,-57,81.22,60.83,0.59184,1183,9,1399,1041
  Motorola,Lumia Icon,NXT,   CDMA,-60,1194.92,424.67,24.472622,193,7,276,288
  Motorola,    Moto M,AME,   HSPA,-136,505.58,310.64,24.531649,193,9,244,253
     Apple,        5S,AME,   EDGE,-95,157.21,106.38,16.163912,1258,8,1400,1044
     Apple,        5S,MOV,   GPRS,-73,78,58.25,13.345469,1173,651,1399,1043
   Samsung,        S4,AME,  HSPA+,-65,5251.44,3751.89,33.191471,147,6,186,190
    Huawei,    Ascend,MOV,   EDGE,-83,192.66,129.61,6.699683,1258,10,1400,1036
  Motorola,    Moto M,MOV,   UMTS,-119,464.71,165.15,10.549191,247,15,274,277
      Otro,Lumia Icon,AME,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,IUS,   EDGE,-69,217.33,147.07,23.450872,1258,11,1399,1037
    Huawei,      G730,MOV,   GPRS,-50,78.2,62.17,34.359974,1323,656,1400,1037
   Samsung,        S4,AME,   UMTS,-51,1196.1,425.36,0,206,6,276,288
      Otro, Brigadier,AME,   CDMA,-89,961.97,340.99,29.759016,191,5,276,290
      Sony,        SP,MOV,  HSPA+,-138,670.34,478.98,12.603956,141,6,186,192
   Samsung,       Ace,IUS,   CDMA,-119,465.44,164.88,36.939537,220,8,275,285
   Samsung,        S4,AME,   GPRS,-53,78,58.11,0,1258,8,1400,1041
     Apple,        5C,AME,   CDMA,-102,745.02,265.79,14.920086,248,146,277,8
    Huawei,      Y530,AME,  HSPA+,-63,5250.06,3749.46,5.581383,166,99,184,6
     Apple,        5C,MOV,   HSPA,-62,3247.08,2000.22,3.404308,206,9,244,251
     Apple,        5S,AME,   HSPA,-63,3252.74,1998.39,26.183674,173,8,242,246
    Huawei,    Ascend,AME,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,AME,   EDGE,-76,215.73,141.06,17.459669,1267,748,1399,6
   Samsung,      Note,AME,   HSPA,-136,504.89,309.99,25.703993,209,132,243,6
        Lg,        G3,AME,   HSPA,-75,3252.54,1998.54,39.39872,229,113,246,257
   Samsung,       Ace,IUS,   EDGE,-92,167.76,109.87,2.340043,1332,750,1401,6
      Otro,Lumia Icon,MOV,  HSPA+,-88,4303.96,3076.93,33.583233,155,7,185,187
   Samsung,       Ace,IUS,   GPRS,-80,74.17,52.54,38.18182,1194,5,1399,1044
   Samsung,        S3,AME,   GPRS,-80,74.33,55.17,38.18182,1202,747,1399,7
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   UMTS,-52,1195.37,420.31,0,234,12,275,277
   Samsung,      Note,AME,   UMTS,-80,1108.31,398.6,25.424837,233,10,276,283
    Huawei,       H3C,AME,   UMTS,-140,119.42,42.29,31.829302,249,147,276,6
   Samsung,       Ace,IUS,   HSPA,-54,3250.17,1998.75,22.87895,205,8,242,248
   Samsung,        S4,AME,   EDGE,-75,217.78,143.33,30.448341,1248,651,1400,1043
        Lg,        G3,IUS,   CDMA,-88,977.25,349.74,10.279665,221,11,276,283
   Samsung,        S4,AME,   GPRS,-54,79.62,54.48,4.287258,1267,748,1399,5
  Motorola,  Droid HD,AME,   EDGE,-57,212.51,144.69,0,1129,9,1399,1038
